entry_id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32304790,Private bedroom/bathroom in Williamsburg GEM !,12741400,Brooklyn,Williamsburg,40.71208,-73.95125999999999,Private room,99,3,9,2019-06-24,2.03,1,19
32304889,Sleek Williamsburg Apartment With Gym,64434732,Brooklyn,Williamsburg,40.7084,-73.94488,Private room,115,1,2,2019-05-18,0.61,1,89
32305798,Bright Spacious Full Floor Fort Greene Apartment,6771515,Brooklyn,Fort Greene,40.69722,-73.97204,Entire home/apt,119,3,2,2019-03-25,0.44,1,5
32306053,Modern renovated 1 BR in the heart of Manhattan,48339350,Manhattan,Upper East Side,40.76218,-73.96633,Entire home/apt,136,1,26,2019-06-29,5.91,1,47
32306527,RM#2-Bright room w/balcony 30 mins NYC & airports,241963980,Queens,Jamaica Hills,40.71686,-73.79741999999999,Private room,67,2,25,2019-07-07,6.88,2,318
32308362,Quiet Mid-Century Modern Apartment,99763169,Manhattan,Upper West Side,40.77995,-73.98464,Entire home/apt,220,2,3,2019-04-29,0.62,1,36
32308571,Cozy bedroom minutes to Manhattan,68907781,Queens,Astoria,40.768370000000004,-73.92712,Private room,45,2,4,2019-06-29,1.15,3,31
32309292,Cozy room with private entrance in Harlem.,6105036,Manhattan,Harlem,40.805209999999995,-73.95137,Private room,145,1,14,2019-06-19,2.98,3,113
32310285,Room in Heart of NYC Art & Nightlife !,9816503,Manhattan,Nolita,40.72214,-73.99675,Private room,75,3,9,2019-06-07,2.73,1,67
32310645,Brooklyn Two Bedroom APT near the TRAIN,242491187,Brooklyn,Kensington,40.64265,-73.98355,Entire home/apt,160,3,2,2019-05-30,0.79,1,177
32310733,Crash Space in BK for your NYC Adventure!,40146897,Brooklyn,Crown Heights,40.67302,-73.92134,Shared room,25,2,1,2019-02-20,0.21,5,29
32312452,Beautiful big ROOM/Safe&comfortable/ near LG& JFK,169587048,Brooklyn,Cypress Hills,40.684459999999994,-73.87801,Private room,38,4,10,2019-06-26,2.44,2,307
32314460,lower east side home,27923277,Manhattan,Lower East Side,40.7127,-73.98854,Private room,75,4,9,2019-06-23,1.96,1,34
32314821,Huge room in Creative Colorful Modern apartment,3703456,Brooklyn,Bedford-Stuyvesant,40.69619,-73.94242,Private room,55,1,6,2019-04-28,1.29,2,22
32315112,TWO BEDROOM APARTMENT IN BEAUTIFUL BED-STUY,73066515,Brooklyn,Bedford-Stuyvesant,40.69493,-73.94483000000001,Entire home/apt,100,3,4,2019-06-30,1.04,3,6
32316532,Cozy Quaint Brooklyn Apartment,187877117,Brooklyn,Crown Heights,40.67111,-73.92237,Entire home/apt,125,2,11,2019-07-07,2.6,1,128
32317538,"SPACIOUS Floor-Through Loft in Flatiron, NYC",53170355,Manhattan,Gramercy,40.73833,-73.98943,Entire home/apt,1200,2,2,2019-05-05,0.7,1,166
32317602,LARGE 2 Bedroom Midtown Manhattan Apartment!,242622786,Manhattan,Hell's Kitchen,40.76262,-73.98865,Entire home/apt,177,1,7,2019-07-04,1.74,1,8
32326698,Washington Suite at Incentra Village Hotel,241889662,Manhattan,West Village,40.73672,-74.00539,Private room,999,1,3,2019-07-01,2.43,5,329
32327326,Tabor Room at Incentra Village Hotel,241889662,Manhattan,West Village,40.73697,-74.00343000000001,Private room,999,1,2,2019-05-26,0.59,5,334
32327466,Lahore Suite at Incentra Village House,241889662,Manhattan,West Village,40.73897,-74.00346,Private room,999,1,3,2019-05-19,0.7,5,341
32329737,One stop away manhattan #2,91605357,Brooklyn,Williamsburg,40.70738,-73.95569,Private room,60,2,26,2019-06-29,6.5,2,21
32332953,Glorious Bedstuy: Large room with a work station.,148102066,Brooklyn,Bedford-Stuyvesant,40.69433,-73.9432,Private room,60,1,22,2019-07-07,4.49,4,282
32333010,Brownstone Brooklyn with a View,158200817,Brooklyn,Prospect-Lefferts Gardens,40.65814,-73.9588,Private room,158,2,3,2019-06-23,3.0,2,179
32333590,LES is more,197676391,Manhattan,Lower East Side,40.717009999999995,-73.98874,Entire home/apt,140,1,14,2019-07-02,4.2,1,9
32333972,Pacheco’s House.,242758145,Brooklyn,Prospect-Lefferts Gardens,40.65447,-73.9616,Private room,60,2,6,2019-05-20,1.26,1,144
32334037,Bedstuy Blues: Room for one or two,148102066,Brooklyn,Bedford-Stuyvesant,40.69315,-73.94191,Private room,60,1,39,2019-07-06,7.96,4,301
32337194,Uptown Riverside Drive Apartment,194981782,Manhattan,Harlem,40.82666,-73.95175,Private room,140,3,1,2019-04-21,0.38,1,120
32338134,Cozy Greenpoint Getaway,13543967,Brooklyn,Greenpoint,40.72912,-73.95203000000001,Private room,100,3,4,2019-06-30,1.36,1,53
32341313,Cozy Room in Ridgewood/Bushwick! 25 Mins to NYC,135280693,Queens,Ridgewood,40.70833,-73.91039,Private room,65,3,3,2019-06-24,1.29,2,342
32342394,Convenient 2 bedroom apt near Times Sq. 1C,190921808,Manhattan,Hell's Kitchen,40.75393,-73.99667,Entire home/apt,500,3,2,2019-05-26,0.81,47,352
32342541,Room Nearby train station to Times Square NYC,242831353,Queens,Long Island City,40.75204,-73.9226,Private room,30,3,14,2019-06-29,3.41,1,77
32342911,3 bedroom apartment 10m away from Times Sq. 2C,190921808,Manhattan,Hell's Kitchen,40.755720000000004,-73.99509,Entire home/apt,650,3,1,2019-03-12,0.25,47,297
32345140,✤ NEWLY RENOVATED ✤ TOP LOCATION ✤,229478744,Manhattan,Hell's Kitchen,40.76332,-73.9915,Entire home/apt,379,2,11,2019-06-21,3.3,1,252
32349835,NYC - PRIVATE room in Bay Ridge.,78258843,Brooklyn,Bay Ridge,40.62955,-74.02429000000001,Private room,40,6,3,2019-04-21,0.82,1,62
32354513,Brooklyn artistic studio apartment!,242924411,Brooklyn,Bedford-Stuyvesant,40.68396,-73.95267,Entire home/apt,90,1,14,2019-06-10,3.09,5,85
32355251,PRIVATE bath &  entrance in hip Greenpoint,56470374,Brooklyn,Greenpoint,40.7293,-73.95075,Private room,145,21,1,2019-07-01,1.0,1,343
32355744,Red Door Townhouse — Heart of The Upper East Side,242933360,Manhattan,Upper East Side,40.77202,-73.95821,Private room,150,1,11,2019-06-20,2.92,1,81
32361370,Large Private Bedroom Near Tons Of Transit!,242962235,Queens,Ridgewood,40.70896,-73.8956,Private room,42,30,2,2019-05-04,0.6,23,204
32361604,"Bold & Beautiful Private Bedroom, Ridgewood Queens",242962235,Queens,Ridgewood,40.70813,-73.89664,Private room,42,30,2,2019-06-07,1.62,23,208
32361746,"Stylish Private Bedroom in Ridgewood, NY",242962235,Queens,Ridgewood,40.70906,-73.89511,Private room,37,30,1,2019-03-28,0.29,23,318
32362267,"Duplex apartment near JFK,  LGA, train & the city",5592622,Queens,Astoria,40.75605,-73.91341,Entire home/apt,225,1,4,2019-06-03,1.12,5,89
32364378,Grand Central 1 bedroom apartment,56025976,Manhattan,Midtown,40.753370000000004,-73.97334000000001,Entire home/apt,160,2,7,2019-06-23,1.78,1,12
32364475,TIMES SQUARE!!! COZY PRIVATE ROOM  (for up to 3)!,97131241,Manhattan,Theater District,40.76282,-73.98236,Private room,115,1,27,2019-06-23,5.79,1,94
32364848,A Place for Pet Lovers,24879404,Brooklyn,Flatbush,40.64612,-73.9608,Private room,40,1,7,2019-05-31,1.86,1,61
32365337,Hidden 2 Bedrm Gem in SOBRO! Minutes to NYC!,242571852,Bronx,Longwood,40.82671,-73.90643,Entire home/apt,159,2,7,2019-06-30,2.26,1,118
32365434,The Luxury Spot!  Brooklyn Prime Location!,86005213,Brooklyn,Crown Heights,40.67066,-73.94801,Entire home/apt,150,3,2,2019-06-30,2.0,1,70
32365738,Rare Gem - Modern Lux Studio,113856483,Manhattan,Financial District,40.703990000000005,-74.00662,Entire home/apt,249,2,13,2019-07-01,3.12,1,227
32367010,Romantic Top Floor Brownstone in Crown Heights,237508892,Brooklyn,Crown Heights,40.669779999999996,-73.95009,Entire home/apt,188,1,10,2019-06-18,2.4,1,199
32370730,CITY VIEWS LARGE APARTMENT,243037591,Manhattan,Flatiron District,40.741890000000005,-73.99019,Entire home/apt,488,3,14,2019-07-02,3.65,1,76
32371477,Extra Large Room Close to Midtown,61042,Manhattan,East Harlem,40.7996,-73.94216,Private room,55,5,2,2019-06-22,2.0,6,6
32377751,Central Location in NYC - Walk to Central Park,38483415,Manhattan,East Harlem,40.80108,-73.94601999999999,Private room,79,1,9,2019-05-25,2.23,4,365
32379092,Brooklyn spacious Bedroom (D) close to the Subways,243129380,Brooklyn,Bushwick,40.68587,-73.9082,Private room,57,2,23,2019-07-02,5.11,4,114
32379410,NYC like Home !,44123891,Manhattan,Upper East Side,40.77189,-73.94694,Entire home/apt,260,7,2,2019-05-02,0.75,1,76
32379480,Celebrity Central Park townhouse designer's touch.,243132541,Manhattan,Upper East Side,40.76262,-73.96443000000001,Entire home/apt,1497,1,10,2019-06-30,2.36,1,363
32379695,Brooklyn Small but cozy bedroom C close to Subways,243129380,Brooklyn,Bushwick,40.6872,-73.90895,Private room,55,2,18,2019-06-29,4.0,4,188
32380039,Modern room B into heart of Brooklyn close Subways,243129380,Brooklyn,Bushwick,40.68772,-73.90808,Private room,51,2,15,2019-06-16,3.33,4,111
32380547,"Quiet private room fabulous apt, perfect location",243131091,Manhattan,Upper West Side,40.77422,-73.97778000000001,Private room,95,2,13,2019-06-22,3.61,1,6
32381021,Artist LOFT in East Williamsburg!,51509098,Brooklyn,Bushwick,40.70218,-73.93581999999999,Entire home/apt,125,5,1,2019-03-04,0.24,1,11
32381165,"Elegant & Luxurious, Clean & Cheerful entire house",243147506,Staten Island,Stapleton,40.6279,-74.08202,Entire home/apt,275,2,11,2019-07-03,3.51,1,182
32382542,Home away from home lodging #2 with 2 Bed- 2 guest,225790094,Brooklyn,East Flatbush,40.64929,-73.92685,Private room,35,1,7,2019-07-01,1.47,3,365
32383114,Home away from home lodging 3 (2 Beds - 2 guests),225790094,Brooklyn,East Flatbush,40.65015,-73.92803,Private room,35,1,7,2019-06-23,1.84,3,351
32384354,Shared Room - All Female - Great Roommates!,107180958,Brooklyn,Crown Heights,40.676520000000004,-73.94015999999999,Shared room,26,15,2,2019-05-31,0.59,2,23
32384721,Shared Room: All Male - Coed Apt-Great Roommates,107180958,Brooklyn,Crown Heights,40.67692,-73.94038,Shared room,26,20,2,2019-05-13,0.75,2,49
32385315,"Warm , Beautiful and cozy 1Br in LES",243181741,Manhattan,Two Bridges,40.71257,-73.995,Entire home/apt,175,2,15,2019-07-01,3.44,1,90
32385720,Elevated Living in the East Village,141508996,Manhattan,East Village,40.72498,-73.97604,Private room,95,1,6,2019-06-17,1.49,1,160
32392636,Sun drenched 1 bedroom furnished,331328,Manhattan,East Harlem,40.80526,-73.93818,Entire home/apt,95,14,2,2019-05-30,0.6,3,3
32400196,Entire apartment in townhouse,110062861,Manhattan,Harlem,40.814609999999995,-73.94635,Entire home/apt,110,4,5,2019-05-27,1.23,2,214
32401236,fabulous & large bedroom - East Williamsburg,238766198,Brooklyn,Williamsburg,40.71235,-73.93963000000001,Private room,67,2,9,2019-06-14,1.99,1,345
32401422,"Private Studio for Events, Recording & Exhibitions",155993704,Brooklyn,Bushwick,40.68385,-73.90653,Private room,75,1,3,2019-05-26,0.93,1,364
32402674,Apartment,210218219,Bronx,Longwood,40.81694,-73.89627,Private room,60,1,8,2019-05-25,1.97,1,308
32402856,"POSH COBBLE HILL APARTMENT, 5 MINUTES TO MANHATTAN",153565366,Brooklyn,Carroll Gardens,40.68391,-73.99226,Entire home/apt,190,4,12,2019-07-04,3.33,3,207
32402997,Charming private room in Brownstone apartment,237668552,Brooklyn,Cobble Hill,40.68557,-73.99829,Private room,85,2,11,2019-07-01,2.56,2,111
32403617,NEW! Modern 1BR Apartment in Heart of NYC!,79729447,Bronx,Throgs Neck,40.8149,-73.81545,Entire home/apt,125,3,1,2019-06-09,1.0,1,365
32403772,"Nolita (SoHo) - Lovely, brand new apartment",243333842,Manhattan,Nolita,40.72186,-73.99696,Entire home/apt,172,2,8,2019-06-28,1.98,1,42
32404550,Spacious standalone room in the heart of Astoria,212776359,Queens,Astoria,40.758359999999996,-73.9175,Private room,80,2,14,2019-07-05,3.26,1,51
32404978,"Beautiful, Sunny Private Room in Harlem",18562674,Manhattan,Harlem,40.8276,-73.94457,Private room,58,1,4,2019-06-07,0.85,2,365
32405524,Spacious New Apartment- BROOKLYN,102692931,Brooklyn,Cypress Hills,40.68632,-73.87791999999999,Entire home/apt,179,4,10,2019-07-03,3.37,1,17
32406935,Bushwick Brooklyn NY Sunny Apartment,131476075,Brooklyn,Bushwick,40.68757,-73.91183000000001,Entire home/apt,166,1,11,2019-06-30,2.56,8,177
32407462,15min to Times Square!!  Lux apartment 3 Bedrooms,243367528,Queens,Astoria,40.76636,-73.91366,Entire home/apt,220,1,12,2019-07-04,2.81,7,308
32408593,15min to Times Square !! Charming Bedroom 03,243367528,Queens,Astoria,40.76514,-73.91212,Private room,62,1,16,2019-06-21,3.38,7,308
32408700,Astoria 1 Bedroom Apt 10 minutes from LGA Airport,23260853,Queens,Astoria,40.76889,-73.92957,Entire home/apt,125,2,4,2019-06-17,0.92,1,14
32409168,15 minutes to Times Square!!!  Red Lux bedroom,243367528,Queens,Astoria,40.76575,-73.91366,Private room,80,1,21,2019-06-09,4.53,7,313
32409454,cozy bedroom 01 in the heart of Astoria- Queens,243367528,Queens,Astoria,40.764720000000004,-73.91358000000001,Private room,70,1,14,2019-07-07,3.26,7,313
32409562,Sofa-bed in apartment in Astoria! Near Manhattan!,243367528,Queens,Astoria,40.76466,-73.91274,Shared room,40,1,17,2019-06-08,3.59,7,313
32416142,Garden Apt in fully renovated town house.,1543357,Brooklyn,Bedford-Stuyvesant,40.68461,-73.95203000000001,Entire home/apt,179,1,18,2019-07-06,4.66,1,323
32418651,"Bright, Modern Designer's Pad in East Village",5945833,Manhattan,East Village,40.72888,-73.98109000000001,Entire home/apt,240,3,7,2019-05-29,1.79,1,99
32420792,3 bedroom luxury Apt by TimeSquare & Grand Central,243487765,Manhattan,Murray Hill,40.75097,-73.97895,Entire home/apt,515,2,31,2019-07-05,6.84,1,163
32421217,"Canadian Rustic Modern Loft, Greenpoint",189114879,Brooklyn,Greenpoint,40.727509999999995,-73.95693,Entire home/apt,175,2,2,2019-05-27,0.56,1,103
32422767,Big and beautiful room in big and beautiful Ap.,133030103,Bronx,Wakefield,40.89308,-73.85076,Private room,41,7,2,2019-05-10,0.58,1,357
32424818,Kay's Cozy Getaway,243526828,Brooklyn,Canarsie,40.639790000000005,-73.89647,Entire home/apt,200,3,3,2019-06-27,1.13,1,357
32426202,Modern 2 Bedroom Walk in. 3 min from Subway !,9289171,Brooklyn,Crown Heights,40.66916,-73.93182,Entire home/apt,125,2,20,2019-07-07,9.68,1,87
32426943,Convenience Cozy Apartment- Hells kitchen,10120673,Manhattan,Hell's Kitchen,40.76121,-73.98813,Entire home/apt,220,5,5,2019-06-07,1.95,2,1
32434711,Studio Resort in Manhattan-Wyndham Midtown 45,243627109,Manhattan,Midtown,40.75169,-73.97301999999999,Private room,250,4,2,2019-05-21,1.15,1,76
32437052,"Cozy room in the heart of Briarwood, Queens NY",49625765,Queens,Briarwood,40.709,-73.81430999999999,Private room,62,2,9,2019-06-09,2.33,1,13
32437992,"Private, Sunny Brooklyn Bedroom in 2 BR Apartment",158739,Brooklyn,Prospect-Lefferts Gardens,40.663109999999996,-73.94355999999999,Private room,65,2,2,2019-07-01,1.15,2,81
32439523,Manhattan at its best!,10434070,Manhattan,Morningside Heights,40.804190000000006,-73.96603,Entire home/apt,180,5,4,2019-03-23,0.85,1,4
32439871,Bright room near shops and subway well located,79499558,Queens,Jackson Heights,40.75135,-73.88378,Private room,85,4,14,2019-07-02,3.72,4,50
32441129,Beautiful - Art Filled - Sun Filled - Luxurious,1403333,Manhattan,NoHo,40.72612,-73.99494,Entire home/apt,325,2,5,2019-05-27,1.24,1,31
32441243,Comfortable apartment in the heart of Brooklyn.,243687825,Brooklyn,Crown Heights,40.675270000000005,-73.90862,Entire home/apt,104,1,28,2019-07-06,6.13,1,174
32443972,Bright/Cozy 1 Bedroom Condo in Heart of Brooklyn!,243716532,Brooklyn,Bedford-Stuyvesant,40.690670000000004,-73.95823,Entire home/apt,120,5,12,2019-07-07,3.87,1,137
32446458,Bedroom near train station,243741999,Queens,Jackson Heights,40.74796,-73.88399,Private room,42,2,20,2019-06-25,4.48,1,80
32446696,Modern & Cozy 1 Bedroom Apt in the heart of NYC,241545382,Manhattan,Hell's Kitchen,40.76142,-73.98987,Entire home/apt,180,3,17,2019-06-19,3.75,1,281
32450788,Artistic Modern Sanctuary  --  Spacious & Private,243787623,Brooklyn,Bushwick,40.6994,-73.92186,Entire home/apt,90,7,10,2019-06-23,2.26,1,66
32450910,Large Private Room near Central Park with Key,243026919,Manhattan,East Harlem,40.80584,-73.94066,Private room,79,1,16,2019-07-01,7.38,2,93
32454559,Lovely 1 BDRM at Upper East side prime location,55202404,Manhattan,Upper East Side,40.779140000000005,-73.95049,Entire home/apt,100,30,1,2019-05-02,0.44,1,50
32459287,Gorgeous Sun Filled Creative Loft! Clean & Unique!,1575044,Brooklyn,Bushwick,40.70176,-73.92684,Entire home/apt,135,3,7,2019-06-16,1.96,1,117
32460177,Cozy and Hip Room in Brooklyn close to Subway (D),238119405,Brooklyn,Bushwick,40.6835,-73.9074,Private room,51,1,11,2019-06-21,2.41,5,166
32461960,Riverdale Pad,163737392,Bronx,Fieldston,40.896,-73.89964,Private room,64,1,11,2019-06-27,3.47,2,358
32463145,BETTER SIDE OF BED-STUY,243875619,Brooklyn,Bedford-Stuyvesant,40.688340000000004,-73.9444,Private room,48,1,22,2019-07-07,5.37,2,257
32465145,Sonder | The Nash | Design Studio + Rooftop,219517861,Manhattan,Murray Hill,40.746970000000005,-73.97537,Entire home/apt,282,2,7,2019-05-17,1.93,327,125
32466246,Sonder | The Nash | Cozy Studio + Fitness Room,219517861,Manhattan,Murray Hill,40.74927,-73.9739,Entire home/apt,169,29,2,2019-04-30,0.6,327,332
32466398,Sonder | The Nash | Vibrant Studio + Rooftop,219517861,Manhattan,Murray Hill,40.74864,-73.97407,Entire home/apt,169,29,1,2019-05-08,0.48,327,220
32466401,Sonder | The Nash | Modern Studio + Rooftop,219517861,Manhattan,Murray Hill,40.74915,-73.97556999999999,Entire home/apt,172,29,2,2019-05-30,0.75,327,338
32466450,Union Square Industrial Loft Apartment - 1 Bedroom,182709,Manhattan,East Village,40.73147,-73.98825,Entire home/apt,199,1,8,2019-07-03,6.49,1,65
32466500,Sonder | The Nash | Relaxed 1BR + Grilling Area,219517861,Manhattan,Murray Hill,40.74781,-73.97601,Entire home/apt,202,29,1,2019-05-06,0.47,327,338
32466675,Beautiful  APT. mins from JFK/ mins from the city!,64106093,Brooklyn,Cypress Hills,40.67715,-73.86672,Entire home/apt,150,2,11,2019-07-07,3.93,1,217
32468788,Huge 1-bedroom available from April through July,33783958,Brooklyn,Prospect Heights,40.681059999999995,-73.97304,Entire home/apt,150,4,1,2019-04-27,0.41,1,63
32469151,"Private patio, sunlight filled, gorgeous studio!",243931948,Brooklyn,Williamsburg,40.71765,-73.96254,Entire home/apt,179,2,2,2019-05-26,0.47,1,2
32471373,Cozy apartment  on the Upper East Side,130827164,Manhattan,Upper East Side,40.7718,-73.95555999999999,Private room,150,2,5,2019-06-21,1.4,2,345
32472366,Cozy quiet room in basement apt with mirrors & tv!,109516888,Manhattan,Morningside Heights,40.810520000000004,-73.95973000000001,Private room,175,6,1,2019-03-11,0.25,1,252
32474426,Private Room in Heart of Brooklyn,35004442,Brooklyn,Bedford-Stuyvesant,40.696999999999996,-73.93788,Private room,96,2,2,2019-06-21,1.82,1,103
32474739,Sunny Modern Lux Private House with Parking,12593328,Brooklyn,East Flatbush,40.64577,-73.93118,Entire home/apt,74,3,11,2019-06-14,2.84,3,86
32475687,Two bedroom apartment close to subway,230205171,Bronx,Schuylerville,40.84321,-73.83129,Entire home/apt,100,2,22,2019-07-05,4.93,1,3
32477130,Sunny Artist's Loft,38786890,Brooklyn,Clinton Hill,40.69151,-73.96059,Entire home/apt,120,3,2,2019-05-03,0.82,1,113
32477522,Brooklyn Hibiscus,126176275,Brooklyn,East Flatbush,40.63707,-73.93148000000001,Private room,35,4,10,2019-06-03,2.59,4,42
32479283,Large 1 bdrm free while musician owner is on tour,244008816,Manhattan,Upper West Side,40.80134,-73.96897,Entire home/apt,120,1,19,2019-06-08,4.45,1,65
32484743,Great Space w/ backyard for Small Events,180008916,Brooklyn,Bedford-Stuyvesant,40.68116,-73.94738000000001,Entire home/apt,400,1,5,2019-05-19,1.23,2,5
32487006,JFK LUXURY APARTMENT #A,244082709,Queens,Springfield Gardens,40.65795,-73.76996,Entire home/apt,175,1,15,2019-07-07,3.31,7,68
32490805,Spacious Apartment Near Central Park (Manhattan),151460365,Manhattan,East Harlem,40.7984,-73.94266999999999,Entire home/apt,100,2,16,2019-06-26,3.58,1,8
32492270,JFK LUXURY BEDROOM # 5,244082709,Queens,Springfield Gardens,40.66019,-73.77157,Private room,75,1,29,2019-06-16,6.35,7,163
32492359,JFK LUXURY APARTMENT #B,244082709,Queens,Springfield Gardens,40.65933,-73.77125,Entire home/apt,175,1,17,2019-07-03,3.75,7,160
32492910,JFK LUXURY BEDROOM # 2,244082709,Queens,Springfield Gardens,40.659729999999996,-73.77125,Private room,55,1,17,2019-06-25,3.92,7,161
32493112,JFK LUXURY BEDROOM # 1,244082709,Queens,Springfield Gardens,40.65953,-73.76923000000001,Private room,75,1,8,2019-06-20,1.86,7,179
32493281,Cozy Bed in  Musician housing  (4/20 friendly),136943521,Brooklyn,Bushwick,40.695009999999996,-73.91125,Shared room,30,1,11,2019-06-16,2.34,1,157
32493396,JFK LUXURY BEDROOM # 3,244082709,Queens,Springfield Gardens,40.6597,-73.76993,Private room,65,1,14,2019-06-23,3.23,7,177
32493667,JFK LUXURY BEDROOM # 4,244082709,Queens,Springfield Gardens,40.65994,-73.77069,Private room,85,1,14,2019-07-05,3.89,7,163
32494256,Newly renovated 2 Bedroom Apartment,12674973,Brooklyn,Clinton Hill,40.687709999999996,-73.96304,Entire home/apt,143,2,22,2019-06-18,5.0,1,81
32495009,Spacious 3 bedroom apartment in WILLIAMSBURG,235115405,Brooklyn,Williamsburg,40.7077,-73.95331999999999,Private room,65,2,13,2019-07-05,3.33,2,9
32495242,Quiet parlour floor apartment on tree-lined street,33299125,Brooklyn,Bedford-Stuyvesant,40.68199,-73.95130999999999,Entire home/apt,150,15,1,2019-06-30,1.0,1,146
32496573,1BDR cozyclean apt great location,62305875,Brooklyn,Williamsburg,40.71304,-73.96729,Entire home/apt,107,30,1,2019-05-15,0.55,1,53
32499059,"Amazing , Clean, Cozy in Upper East Side Manhattan",28917776,Manhattan,Upper East Side,40.78139,-73.95379,Private room,87,2,2,2019-07-03,2.0,1,76
32499495,Carroll Gardens Charm with Magical Manhattan Views,67274316,Brooklyn,Columbia St,40.68418,-74.00313,Entire home/apt,175,2,30,2019-06-28,7.14,1,73
32500481,"BRIGHT, clean, charming 1-BR in Prospect Heights",48328095,Brooklyn,Prospect Heights,40.67651,-73.96681,Entire home/apt,82,6,5,2019-05-27,1.25,1,42
32501003,"Clean private room near Central Park, NYC",14804867,Manhattan,Upper East Side,40.76965,-73.95326,Private room,78,3,11,2019-06-13,2.6,1,116
32501542,New Apartment Near Prospect Park and Major Subway!,63116168,Brooklyn,Flatbush,40.65027,-73.9608,Entire home/apt,105,3,1,2019-03-29,0.29,1,38
32501807,MANHATTAN Upper-West Luxury Home for 10 people,71276635,Manhattan,Washington Heights,40.83528,-73.94179,Entire home/apt,285,1,17,2019-06-26,4.08,5,261
32502180,1-Bedroom Newly Renovated Cozy Apartment,244217480,Staten Island,Arden Heights,40.54857,-74.17628,Entire home/apt,83,30,3,2019-06-28,0.9,1,316
32503407,Union SQ/Cozy & Quiet Room ! 5mins to Times SQ,145518739,Manhattan,Gramercy,40.73572,-73.98736,Private room,150,2,10,2019-06-09,2.54,3,334
32506530,VERY LARGE NEW STUDIO+LARGE SLEEPING LOFT+DOORMAN,243614369,Manhattan,Midtown,40.74757,-73.98564,Entire home/apt,145,3,7,2019-07-05,2.88,1,36
32514722,"Relaxed home, middle of Lower East! Side!",165725362,Manhattan,Chinatown,40.71358,-73.99091,Entire home/apt,150,30,7,2019-06-03,1.84,2,88
32516998,Skylight spacious Bedroom,4107600,Brooklyn,Bushwick,40.7041,-73.91688,Private room,55,2,5,2019-07-01,4.69,3,317
32517517,Bright room with Open Terrace 3min walk to Subway,204704622,Queens,Elmhurst,40.740629999999996,-73.87732,Private room,33,29,1,2019-06-16,1.0,7,34
32518068,Super cute 1 bedroom apartment close to TimeSquare,7441368,Manhattan,Hell's Kitchen,40.7548,-73.9948,Entire home/apt,175,1,27,2019-07-01,6.59,2,133
32518771,Sunny and cozy studio 30 min from Manhattan,1938828,Brooklyn,East Flatbush,40.64882,-73.94537,Entire home/apt,85,6,12,2019-07-05,3.33,3,215
32519790,The Fun Home,26178450,Manhattan,Hell's Kitchen,40.7548,-73.99818,Private room,90,2,10,2019-06-30,2.34,1,14
32520381,Newly renovated 2BR apt in brownstone Brooklyn,33159631,Brooklyn,Carroll Gardens,40.67797,-73.99969,Entire home/apt,199,2,17,2019-07-03,5.05,1,31
32520602,"CLEAN, SAFE, AFFORDABLE",214863971,Brooklyn,Flatlands,40.62063,-73.9244,Private room,40,2,10,2019-07-06,2.34,2,43
32521604,Peaceful and private room in heart of Ft Greene,118566355,Brooklyn,Fort Greene,40.68875,-73.9761,Private room,90,2,1,2019-07-02,1.0,1,83
32523519,The Manhattan View,173009,Staten Island,Stapleton,40.63285,-74.0778,Entire home/apt,125,2,10,2019-07-07,3.19,1,252
32523945,Walk to Subway★15min to Manhattan★Min. to LGA/JFK,235252386,Queens,Ditmars Steinway,40.77097,-73.91107,Entire home/apt,350,3,3,2019-07-05,0.99,1,97
32526623,"Midtown, NYC. Near Central Park Times Square MoMa",139033454,Manhattan,Hell's Kitchen,40.7645,-73.98862,Private room,70,2,1,2019-06-10,1.0,1,3
32527460,Bright bdr in Renovated Building (15min from City),224340103,Brooklyn,Williamsburg,40.709270000000004,-73.94684000000001,Private room,75,1,2,2019-02-24,0.44,2,151
32527598,Castle Nolita,138492193,Manhattan,Little Italy,40.71907,-73.99685,Entire home/apt,160,1,25,2019-06-21,5.47,1,29
32528224,Luxury  River Vue w/ Private Outdoor Terrace,3910399,Manhattan,Hell's Kitchen,40.76211,-73.99873000000001,Entire home/apt,295,3,2,2019-05-16,1.0,2,39
32528660,Deluxe Apartment in The Sky,3910399,Manhattan,Hell's Kitchen,40.76063,-73.99863,Entire home/apt,295,3,2,2019-05-25,0.52,2,2
32529302,Manhattan apartment | Perfect SOHO location,76484622,Manhattan,Greenwich Village,40.72824,-74.00259,Entire home/apt,215,4,2,2019-06-22,0.53,1,148
32530603,Lovely Spacious Apt close to Manhattan & Airports,244453286,Queens,Sunnyside,40.73643,-73.91886,Entire home/apt,115,2,16,2019-06-18,4.36,2,34
32531001,Luxurious Newly Renovated Apartment,41658748,Queens,Ditmars Steinway,40.77129,-73.91226,Entire home/apt,175,2,16,2019-06-09,4.03,3,331
32531170,Eldridge Refined,43811211,Manhattan,Chinatown,40.716120000000004,-73.99273000000001,Entire home/apt,299,2,5,2019-06-15,2.05,1,324
32531179,Wonderful 1 Bedroom Apartment (Washington Sq Park),45499169,Manhattan,Greenwich Village,40.72927,-74.00003000000001,Entire home/apt,146,30,1,2019-03-02,0.23,1,89
